target_id,regression_order,role,quantity,value,unit,species,solvent,T_K,P_bar,composition_basis,composition_value,basis,source_classification,source_id,source_locator,source_row,underlying_reference,extraction,source_sha256,uncertainty_value,uncertainty_unit,uncertainty_meaning,tracer_status
figiel2025-hamer-kcl-072,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.617,1,KCl,water,298.15,1,formula-unit molality,0.8,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 73,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-073,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.61,1,KCl,water,298.15,1,formula-unit molality,0.9,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 74,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-074,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.604,1,KCl,water,298.15,1,formula-unit molality,1,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 75,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-075,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.594,1,KCl,water,298.15,1,formula-unit molality,1.2,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 76,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-076,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.586,1,KCl,water,298.15,1,formula-unit molality,1.4,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 77,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-077,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.58,1,KCl,water,298.15,1,formula-unit molality,1.6,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 78,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-078,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.576,1,KCl,water,298.15,1,formula-unit molality,1.8,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 79,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-079,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.573,1,KCl,water,298.15,1,formula-unit molality,2,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 80,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-080,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.568,1,KCl,water,298.15,1,formula-unit molality,2.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 81,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-081,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.568,1,KCl,water,298.15,1,formula-unit molality,3,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 82,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-082,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.571,1,KCl,water,298.15,1,formula-unit molality,3.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 83,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-083,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.576,1,KCl,water,298.15,1,formula-unit molality,4,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 84,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-084,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.584,1,KCl,water,298.15,1,formula-unit molality,4.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 85,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-085,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.589,1,KCl,water,298.15,1,formula-unit molality,4.803,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 86,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-086,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.593,1,KCl,water,298.15,1,formula-unit molality,5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 87,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-libr-087,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.965,1,LiBr,water,298.15,1,formula-unit molality,0.001,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 10; retained Validation source packet",retained CSV row 88,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-libr-088,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.952,1,LiBr,water,298.15,1,formula-unit molality,0.002,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 10; retained Validation source packet",retained CSV row 89,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-libr-089,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.929,1,LiBr,water,298.15,1,formula-unit molality,0.005,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 10; retained Validation source packet",retained CSV row 90,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-libr-090,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.905,1,LiBr,water,298.15,1,formula-unit molality,0.01,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 10; retained Validation source packet",retained CSV row 91,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-libr-091,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.877,1,LiBr,water,298.15,1,formula-unit molality,0.02,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 10; retained Validation source packet",retained CSV row 92,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-libr-092,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.832,1,LiBr,water,298.15,1,formula-unit molality,0.05,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 10; retained Validation source packet",retained CSV row 93,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-libr-093,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.797,1,LiBr,water,298.15,1,formula-unit molality,0.1,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 10; retained Validation source packet",retained CSV row 94,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-libr-094,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.767,1,LiBr,water,298.15,1,formula-unit molality,0.2,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 10; retained Validation source packet",retained CSV row 95,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
